ULJS00266,.hack // Link [PSP]
BLES00648,IL-2 Sturmovik: Birds Of Prey
BLES00649,IL-2 Sturmovik: Birds Of Prey
NPEB90167,IL-2 Sturmovik: Birds Of Prey [Demo]
NPUB90292,IL-2 Sturmovik: Birds Of Prey [Demo]
ULUS10476,IL-2 Sturmovik: Birds of Prey [PSP]
BLJM60042,Imabi Kisou
NPJB90030,Imabi Kisou [Demo]
NPEH90010,Imagine Champion Rider [Demo] [PSP]
NPEZ00400,Impossible Game, The [MINI] [PSP]
NPUZ00254,Impossible Game, The [MINI] [PSP]
ULES00764,Impossible Mission [PSP]
NPUL00128,Incubus: Love Hurts
ULUS10316,Indiana Jones and the Staff of Kings [PSP]
ULES00939,Indiana Jones and the Staff of Kings [PSP]
BCUS98184,inFamous
BCUS98119,inFamous
BCUS98154,inFamous
NPUA80480,inFamous
BCES00220,inFamous
BCES00591,inFamous
BCES00609,inFamous
NPEA00252,inFamous
NPHK80090,inFamous
BCAS20074,inFamous
BCAS20180,inFamous
BCKS10082,inFamous
BCJS30037,inFamous
NPEK00076,inFamous
BCUS98125,inFamous 2
BCUS98290,inFamous 2
NPUA80638,inFamous 2
NPUA70156,inFamous 2 [Demo]
BCES01143,inFamous 2
BCES01144,inFamous 2
BCES01229,inFamous 2
NPEA00318,inFamous 2
BCAS20181,inFamous 2
BCJS30075,inFamous 2
BCET70031,inFamous 2 Level Editor
NPUA70179,InFamous: Festival of Blood
NPUA80657,InFamous: Festival of Blood
NPEA00322,InFamous: Festival of Blood
NPHA80068,inFamous [Demo]
NPEA90043,inFamous [Demo]
NPUA70046,inFamous [Demo]
BCJS70018,inFamous [PlayStation®3 the Best]
ULUS10054,Infected [PSP]
ULES00337,Infected [PSP]
ULES00338,Infected [PSP]
NPHL00041,Infernal Affairs
NPUB30104,Inferno Pool
NPEB90215,Inferno Pool [Demo]
NPUB90335,Inferno Pool [Demo]
NPJH90004,Infinite Loop: Kojjou ga Miseta Yume [Demo] [PSP]
NPUX80453,Influence [MINI] [PSP]
BCKS10052,Initial D: Extreme Stage
BLAS50053,Initial D: Extreme Stage
BLJM60055,Initial D: Extreme Stage
BLJM55028,Initial D: Extreme Stage [PlayStation®3 the Best]
BLJM55013,Initial D: Extreme Stage [PlayStation®3 the Best]
ULJM05093,Initial D: Street Stage [PSP]
BLUS31018,Injustice: Gods Among Us
BLUS41017,Injustice: Gods Among Us [Collector's Edition]
NPUB31181,Injustice: Gods Among Us
BLES01673,Injustice: Gods Among Us
BLJM60515,Injustice: Gods Among Us
NPJB00395,Injustice: Gods Among Us
BLAS50592,Injustice: Gods Among Us
NPUB90955,Injustice: Gods Among Us [Demo]
NPEB90495,Injustice: Gods Among Us [Demo]
ULUS10219,Innocent Life: A Futuristic Harvest Moon [PSP]
ULJS00119,Innocent Life: Shin Bokujou Monogatari (Best Collection) [PSP]
ULJS00063,Innocent Life: Shin Bokujou Monogatari [PSP]
BCUS98261,Install Disc
INSTALLPK,Install Package by deroad
GPKG00123,Install Package by CaptainCPS-X
BLES80688,installPKG [Install Package Files]
NPJI00010,Intelligent Qube [PSOne]
ULJS00087,Intelligent License 2 [PSP]
ULJS00014,Intelligent License [PSP]
BLES00921,International Cricket 2010
NPEB00999,International Snooker
NPUJ00238,International Track & Field [PSOne]
NPUB30100,Interpol The Trail of Dr. Chaos™
NPEB00123,Interpol The Trail of Dr. Chaos™
BLUS30360,INVERSION™
BLES01495,INVERSION™
NPHB00499,Invincible Knight
NPUB30073,Invincible Tiger: The Legend Of Han Tao
UCUS98746,InviZimals [PSP]
NPEB00769,Ion Assault
IMANAGER4,Iris Manager
IMANGER4U,Iris Manager (Unofficial)
IRIS00069,Iris Manager (Evilnat's Manager)
BLUS30134,Iron Man™
BLES00247,Iron Man™
BLAS50051,Iron Man™
NPEB90071,Iron Man™ [Demo]
NPUB90099,Iron Man™ [Demo]
ULUS10347,Iron Man™ [PSP]
BLUS30514,Iron Man™ 2
BLES00885,Iron Man™ 2
BLAS50206,Iron Man™ 2
ULUS10497,Iron Man™ 2: The Video Game [PSP]
ULES01422,Iron Man™ 2: The Video Game [PSP]
BLES01786,Iron Sky Invasion
NPJH90064,J-League [Demo] [PSP]
ULJM05518,J-League Pro Soccer Club o Tsukurou! 6 (version 2.01) [PSP]
ULUS10303,Jackass: The Game [PSP]
NPEP00049,Jackass: South Park Dynamic Theme
BCUS98081,Jak and Daxter: Collection
BCUS98281,Jak and Daxter: Collection
BCAS20222,Jak and Daxter: Collection
NPUA80706,Jak and Daxter: The Precursor Legacy® HD
NPEA00338,Jak and Daxter: The Precursor Legacy® HD
NPUA80707,Jak II HD
NPEA00339,Jak II HD
NPUA80708,Jak 3 HD
NPEA00340,Jak 3 HD
PCSF00250,Jak 3 HD [PSVita]
PCSF00247,Jak and Daxter Trilogy [PSVita]
UCJS10103,Jak and Daxter: The Lost Frontier [PSP]
UCES01225,Jak and Daxter: The Lost Frontier [PSP]
UCUS98634,Jak and Daxter: The Lost Frontier [PSP]
NPEG90022,Jak and Daxter: The Lost Frontier [Demo] [PSP]
NPUG98755,Jak and Daxter: The Lost Frontier [Demo] [PSP]
NPJG90060,Jak and Daxter: The Lost Frontier [Demo] [PSP]
NPUB30623,JAM: Live Music Arcade
ULES00290,James Bond 007: From Russia With Love [PSP]
ULUS10080,James Bond 007: From Russia with Love [PSP]
ULES00288,James Bond 007: From Russia With Love [PSP]
ULES00289,James Bond 007: From Russia With Love [PSP]
BLUS30289,James Bond 007: Blood Stone
BLES01017,James Bond 007: Blood Stone
BLJM60301,James Bond 007: Blood Stone
BLUS30374,James Cameron's AVATAR™: THE GAME
NPUB30566,James Cameron's AVATAR™: THE GAME
BLES00753,James Cameron's AVATAR™: THE GAME
BLES00667,James Cameron's AVATAR™: THE GAME
BLJM60186,James Cameron's AVATAR™: THE GAME
NPEH00031,James Cameron's AVATAR™: THE GAME [PSP]
ULES01357,James Cameron's AVATAR™: THE GAME [PSP]
ULUS10451,James Cameron's AVATAR™: THE GAME [PSP]
NPEF00056,James Pond 2: Codename RoboCod [PSOne]
NPUZ00196,Jane's Hotel [MINI] [PSP]
NPEZ00200,Jane's Hotel [MINI] [PSP]
BLJS10060,Janline R
BLUS30333,JASF: Jane's Advanced Strike Fighters
UCUS98706,Jeanne d'Arc [Demo] [PSP]
UCUS98700,Jeanne d'Arc [PSP]
UCJS10048,Jeanne d'Arc [PSP]
NPUZ00223,Jelly Pops [MINI] [PSP]
NPEZ00351,Jelly Pops [MINI] [PSP]
HBF5AC6D5,JellyCar (version 1.1) [HB] [PSP]
NPUZ00076,JellyCar 2 [MINI] [PSP]
NPEZ00166,JellyCar 2 [MINI] [PSP]
BLUS30924,Jeopardy!
NPUA80227,Jeopardy!
NPUB30368,Jeremy McGrath's Offroad
NPUI94167,Jet Moto® 2 [PSOne]
NPUI94555,Jet Moto® 3 [PSOne]
NPUI94309,Jet Moto® [PSOne]
NPEE00054,Jet Rider [PSOne]
NPUB31097,Jetpack Joyride
NPEB01240,Jetpack Joyride
NPUB30829,Jet Set Radio
NPEB00924,Jet Set Radio
PCSE00088,Jet Set Radio [PSVita]
NPUZ00081,Jewel Keepers: Easter Island [MINI] [PSP]
NPEZ00185,Jewel Keepers: Easter Island [MINI] [PSP]
NPUJ01509,Jigsaw Madness [PSOne]
NPUH90097,Jikandia The Timeless Land [Demo] [PSP]
ULUS10562,Jikandia The Timeless Land [PSP]
BLJM60243,Jikkyou Powerful Pro Yakyuu 2010
BLAS50217,Jikkyou Powerful Pro Yakyuu 2010
BLJM60337,Jikkyou Powerful Pro Yakyuu 2011
BLJM60424,Jikkyou Powerful Pro Yakyuu 2011 Ketteiban
BLJM60469,Jikkyou Powerful Pro Yakyuu 2012
BLJM60564,Jikkyou Powerful Pro Yakyuu 2012 Ketteiban 
NPUB30315,Joe Danger
NPEB00205,Joe Danger
NPEB00326,Joe Danger
NPUB30206,Joe Danger
NPUB31064,Joe Danger 2: The Movie
NPEB01167,Joe Danger 2: The Movie
BLUS30597,John Daly's ProStroke Golf
BLES01089,John Daly's ProStroke Golf
NPUB30768,JoJo's Bizarre Adventure HD
NPEB00956,JoJo's Bizarre Adventure HD
NPJB00207,JoJo's Bizarre Adventure HD
BLJS10217,JoJo's Bizarre Adventure: All Star Battle
NPJB00331,Jojo no Kimyou na Bouken: All-Star Battle
BLES01210,Jonah Lomu Rugby Challenge
NPUA80275,Journey
NPEA00288,Journey
BCUS98377,Journey [Collector's Edition]
BCAS20247,Journey [Collector's Edition]
BCKS10226,Journey [Collector's Edition]
BCET70037,Journey [Public Beta]
NPUB30005,Joust
NPEB00006,Joust
NPHK80058,Joust
NPJB00167,JoySound Dive
NPEB00866,Judge Dee: The City God Case
NPEF00005,Judge Dredd [PSOne]
ULJM05607,Judie no Atelier: Guramnat no Renkinjutsu: Toraware no Morito [PSP]
ULUS10090,Juiced: Eliminator [PSP]
ULES00379,Juiced: Eliminator [PSP]
BLUS30084,Juiced 2: Hot Import Nights
BLES00143,Juiced 2: Hot Import Nights
BLJM60058,Juiced 2: Hot Import Nights
BLKS20032,Juiced 2: Hot Import Nights
ULES00928,Juiced 2: Hot Import Nights [PSP]
ULUS10312,Juiced 2: Hot Import Nights [PSP]
BLJM60127,Juiced 2: Hot Import Nights [THQ Collection]
NPEB90032,Juiced 2: Hot Import Nights [Demo]
NPUB90053,Juiced 2: Hot Import Nights [Demo]
ULJM05154,Juiced Eliminator [PSP]
NPUI94103,Jumping Flash! [PSOne]
NPEE00007,Jumping Flash! [PSOne]
NPJI00003,Jumping Flash! [PSOne]
NPUI94108,Jumping Flash! 2 [PSOne]
BLUS30435,Jurassic: The Hunted
NPUB30499,Jurassic Park The Game: Episode 1 The Intruder
NPUB30652,Jurassic Park The Game: Episode 2 The Cavalry
NPUB30653,Jurassic Park The Game: Episode 3 The Depths
NPUB30654,Jurassic Park The Game: Episode 4 The Survivors
NPED00074,Just Cause [PS2]
BLUS30400,Just Cause 2
NPUB30606,Just Cause 2
BLES00517,Just Cause 2
NPEB00751,Just Cause 2
NPEL00167,Just Cause 2
BLJM60232,Just Cause 2
NPUB90359,Just Cause 2
BLJM60366,Just Cause 2 [Ultimate Hits]
BLUS30899,Just Dance® 3
BLUS30914,Just Dance® 3
BLUS30915,Just Dance® 3
NPUB30687,Just Dance® 3
BLES01506,Just Dance® 3
BLES01522,Just Dance® 3
NPEB00855,Just Dance® 3
BLUS31033,Just Dance® 4
BLES01722,Just Dance® 4
BLES01955,Just Dance® 2014
BLES01447,Just Dance® Kids 2
BLUS30816,Just Dance® Kids 2
ULUS10214,Justice League Heroes [PSP]
ULES00609,Justice League Heroes [PSP]
BLJM85002,K-On! Houkago Live!! HD Version
NPUZ00030,Kahoots [MINI] [PSP]
NPEZ00009,Kahoots [MINI] [PSP]
ULES00369,Kameleon [PSP]
BLJS10220,Kamen Rider: Battride War
BLUS30102,Kane & Lynch: Dead Men™
BLES00167,Kane & Lynch: Dead Men™
BLKS20039,Kane & Lynch: Dead Men™
BLJS10025,Kane & Lynch: Dead Men™
BLJS10059,Kane & Lynch: Dead Men™ [Spike the Best]
NPUB90067,Kane & Lynch: Dead Men™ [Demo]
NPEB90045,Kane & Lynch: Dead Men™ [Demo]
BLUS30383,Kane & Lynch 2: Dog Days
BLES00947,Kane & Lynch 2: Dog Days
BLES00604,Kane & Lynch 2: Dog Days
BLJM60252,Kane & Lynch 2: Dog Days
NPUB30685,Kane & Lynch 2: Dog Days
NPEB90233,Kane & Lynch 2: Dog Days [Demo]
ULUS10085,Kao Challengers [PSP]
BLUS30378,Karaoke Revolution
BLES00694,Karaoke Revolution
BLUS30112,Karaoke Revolution Presents: American Idol Encore
BLUS30215,Karaoke Revolution Presents: American Idol Encore 2
NPUB31078,Karateka
NPUZ00193,Karimogi [MINI] [PSP]
NPEZ00331,Karoshi [MINI] [PSP]
NPJD00020,Katamari Damacy [PS2]
BCAS20080,Katamari Damacy Tribute
BLJS10047,Katamari Damacy Tribute
BLJS50013,Katamari Damacy Tribute [PlayStation®3 the Best]
BLES00658,Katamari Forever
BCAS20095,Katamari Forever
BLUS30336,Katamari Forever
NPJB90192,Katamari Forever (aka Katamaridamacy TRIBUTE) [Demo]
NPHB00120,Katamari Forever (aka Katamaridamacy TRIBUTE) [Demo]
NPEB90185,Katamari Forever (aka Katamaridamacy TRIBUTE) [Demo]
NPUB90277,Katamari Forever [Demo]
ULJS00218,Kateikyoushi Hitman Reborn! Battle Arena 2: Spirits Burst [PSP]
ULJS00157,Kateikyoushi Hitman Reborn! Battle Arena [PSP]
NPJH50221,Kateikyoushi Hitman Reborn! Kizuna no Tag Battle [PSP]
NPJY90012,Katekyoo Hitman Reborn! Battle Arena 2 Spirit Burst
ULES00517,Kazook [PSP]
ULUS10173,Kazook [PSP]
NPJA00006,Kazuo [Demo]
ULJM08021,Ken to Mahou to Gakuen Mono (PSP the Best) [PSP]
ULJM05476,Ken to Mahou to Gakuen Mono 2 [PSP]
BLJM60278,Ken to Mahou to Gakuen Mono 2
BLJM60258,Ken to Mahou to Gakuen Mono 3
BLJM60997,Ken to Mahou to Gakuen Mono 3
ULUS10442,Kenka Bancho Badass Rumble [PSP]
ULJS00268,Kenka Bancou 4 Ichinen Sensou [PSP]
NPJH90015,Kenkabancho 3 Zenkoku Seiha [Demo] [PSP]
NPHH00007,Kenkabancho 3 Zenkoku Seiha [Demo] [PSP]
NPJD00008,Kessen [PS2]
NPUD21119,Kessen III [PS2]
NPED00189,Kessen III [PS2]
UCET00247,Key of Heaven [Beta] [PSP]
UCES00178,Key of Heaven [PSP]
BLJM61060,Ketsui: Kizuna Jigoku Tachi Extra
NPJB00379,Ketsui: Kizuna Jigoku Tachi Extra
NPUB30231,Kick Ass The Game
NPUB30183,Kick Beat
BLJS10131,Kidou Senshi Gundam: Extreme VS
BLAS50423,Kidou Senshi Gundam: Extreme VS
BLUS31186,KILLER IS DEAD
NPUB31188,KILLER IS DEAD
BLES01856,KILLER IS DEAD
BLJS10215,KILLER IS DEAD
NPJB60173,KILLER IS DEAD
BCAS20292,KILLER IS DEAD
UCET00287,Killzone: Liberation [Beta] [PSP]
UCUS80170,Killzone: Liberation [PSP]
UCUS98646,Killzone: Liberation [PSP]
UCES00279,Killzone: Liberation [PSP]
UCUS98670,Killzone: Liberation [Regular Demo] [PSP]
UCKS45041,Killzone: Liberation [KR] [PSP]
VCJS15007,Killzone: Mercenary
BCUS99075,Killzone®1
BCES01743,Killzone®1
NPUA80856,Killzone®1 HD
NPEA00418,Killzone®1 HD
BCUS98116,Killzone®2
BCES00081,Killzone®2
NPEK00155,Killzone®2
NPUA70034,Killzone®2
NPJA90086,Killzone®2
BCJS30032,Killzone®2
BCKS10068,Killzone®2
BCAS20066,Killzone®2
BCAS20157,Killzone®2
NPEA90034,Killzone®2 [Demo]
NPHA80060,Killzone®2 [Demo]
NPJA90092,Killzone®2 [Demo]
BCJS70016,Killzone®2 [PlayStation®3 the Best]
NPUA98116,Killzone®2 [Public Beta Phase 2]
NPEA90041,Killzone®2: Behind the Bullet [Demo]
NPUA70041,Killzone®2: Behind the Bullet [Demo]
NPJH50170,Killzone®3 [Beta]
BCET70024,Killzone®3 [Beta]
NPEA90086,Killzone®3 [OpenBeta]
NPHA80140,Killzone®3 [Single Player Demo]
NPHA80141,Killzone 3 [Single Player Demo]
NPEA90084,Killzone®3 Single player
NPEA90085,Killzone®3 Single Player 3D [Demo]
NPUA70133,Killzone®3 Single Player 3D [Demo]
BCUS98234,Killzone®3
BCUS98286,Killzone®3
BCUS90491,Killzone®3 [Greatest Hits]
NPUA30067,Killzone®3
NPUA80565,Killzone®3
BCES01007,Killzone®3
BCJS30066,Killzone®3
BCJS37003,Killzone®3
BCAS25008,Killzone®3
BCUS98284,Killzone®3 Helghast Edition
NPUA70167,Killzone®3 Multiplayer Demo
NPEA00321,Killzone®3 Multiplayer Demo
ULUS10072,King Kong, Peter Jackson's: The Official Game of the Movie [PSP]
ULES00225,King Kong, Peter Jackson's [PSP]
BLUS31212,Kingdom Hearts Final Mix
BLES01897,Kingdom Hearts Final Mix
BLJM60589,Kingdom Hearts HD 1.5 ReMIX
ULJM05600,Kingdom Hearts: Birth By Sleep [PSP]
ULUS10505,Kingdom Hearts: Birth By Sleep [PSP]
ULES01441,Kingdom Hearts: Birth By Sleep [PSP]
ULJM05775,Kingdom Hearts: Birth By Sleep Final Mix [PSP]
UCUS98623,Kingdom of Paradise [PSP]
BLUS30710,Kingdoms of Amalur: Reckoning
NPUB30814,Kingdoms of Amalur: Reckoning
BLES01251,Kingdoms of Amalur: Reckoning
NPEB01055,Kingdoms of Amalur: Reckoning
NPEB90385,Kingdoms of Amalur: Reckoning [Demo]
BLAS50443,Kingdoms of Amalur: Reckoning
BLJS10191,Kingdoms of Amalur: Reckoning
NPEA00368,Kite Fight
NPUJ00585,Klonoa: Door to Phantomile [PSOne]
BLUS30582,Knights Contract
BLES01001,Knights Contract
BLAS50303,Knights Contract
BLJS10088,Knights Contract
NPEB01041,Knytt Underground
PCSB00169,Knytt Underground [PSVita]
ULES00149,Koa Challenger [PSP]
ULES00146,Koa Challenger [PSP]
ULES00143,Koloomn [PSP]
NPJH90104,Koori no Bohyou: Ichiryuuwa, 3-dome no Junan
NPJJ00495,Koten Tsugoshuu - Shijin no Kan [PSOne]
UCAS40025,Koukaku Kidoutai: Stand Alone Complex [CN] [PSP]
UCJS10018,Koukaku Kidoutai: Stand Alone Complex [PSP]
NPEZ00113,Kreuzwortraetsel: Welt Edition [MINI] [PSP]
NPUL00173,Krod Mandoon and the Flaming Sword of Fire
NPEE00030,Kula World (Roll Away) [PSOne]
NPHL00018,Kung Fu Hustle
BLUS30136,Kung Fu Panda
BLES00243,Kung Fu Panda
BLJS10024,Kung Fu Panda
BLKS20065,Kung Fu Panda
BLUS30634,Kung Fu Panda® 2
BLES01213,Kung Fu Panda® 2
BLAS50344,Kung Fu Panda® 2
BCUS98270,Kung Fu Rider™
BCES00908,Kung Fu Rider™
BCES01029,Kung Fu Rider™
BCAS20132,Kung Fu Rider™
NPUB30376,Kung-Fu Live
NPEB00335,Kung-Fu Live
NPUB90527,Kung-Fu Live [Demo]
NPJH50333,Kurohyo Ryu Ga Gotoku [PSP]
NPJJ00133,Kuroi Hitomino Noa Ã£â  ¬Å Cielgris Fantasm [PSOne]
NPUH10042,Kurulin Fusion [PSP]
NPJH00018,Kurulin Fusion [PSP]
NPEH00033,Kurulin Fusion [PSP]
NPEE00038,Kurushi Final: Mental Blocks [PSOne]
NPUF30027,Kyuin [PSOne]
NPJJ00321,Kyuin [PSOne]
ULJM05555,L no Kisetsu: Double Pocket [PSP]
ULES00331,L'entraineur 2006 [PSP]
BLUS30554,L.A. Noire™
BLES00933,L.A. Noire™
BLJM60343,L.A. Noire™
BLAS50342,L.A. Noire™
BLUS30898,L.A. Noire™ The Complete Edition
BLES01488,L.A. Noire™ The Complete Edition
BLAS55007,L.A. Noire™ The Complete Edition
ULES00554,L.A. Rush [PSP]
NPJH90091,La Pucelle Ragnarok Portable
NPEZ00171,Labyrinth [MINI] [PSP]
NPUZ00226,Labyrinth [MINI] [PSP]
NPUB30235,Labyrinth Legends
NPEB00995,Labyrinth Legends
BCUS98112,Lair
BCES00004,Lair
BCKS10011,Lair
NPHA80043,Lair
BCAS20014,Lair
BCAS20117,Lair [PlayStation®3 the Best]
NPUL00153,Lakeview Terrace
NPEB00220,Landit Bandit
NPJJ30048,Langrisser: Kouki no Matsuei [PC Engine]
NPJJ00264,Langrisser I & II
NPJJ00309,Langrisser IV & V Final Edition
NPUB30225,Lara Croft and the Guardian of Light
NPEB00311,Lara Croft and the Guardian of Light
ULJS00133,Lara Croft Tomb Raider: Anniversary [PSP]
ULJM05180,Lara Croft Tomb Raider: Legend [PSP]
NPJH50290,Last Ranker [PSP]
BLUS30512,Last Rebellion
BLES00861,Last Rebellion
BLJS10070,Last Rebellion
BCAS20109,Last Rebellion
NPHP00039,Last Rebellion
BCAS20114,Last Rebellion
NPJJ00494,Le Concert ff (fortissimo) [PSOne]  
NPJJ00493,Le Concert pp (pianissimo) [PSOne]
BLES01562,Le Tour De France 2012
NPEB01128,Le Tour De France 2012
NPUB31190,Le Tour De France 2013
NPEB01331,Le Tour De France 2013
BLES01846,Le Tour De France 2013 [100th Edition]
NPUB30228,Lead and Gold: Gangs of the Wild West
NPEB00201,Lead and Gold: Gangs of the Wild West
NPJB00088,Lead and Gold: Gangs of the Wild West
NPUB30257,League Bowling [NeoGeo]
NPUB30461,Learning with the PooYoos - Episode 1
NPUB30612,Learning with the PooYoos - Episode 2
LED0DISC0,LED Changer
NPEZ00347,Left to Die in Zomhai [MINI] [PSP]
NPUJ00708,Legacy of Kain: Soul Reaver [PSOne]
NPEF00115,Legacy of Kain: Soul Reaver [PSOne]
NPUB30860,Legasista
NPEB01082,Legasista
BLJS10157,Legasista [Meikyuu Touro Legasista]
NPJI00047,Legend Of Dragoon [PSOne]
NPUI94491,Legend of Dragoon [PSOne]
ULUS10125,Legend of Heroes II, The: Prophecy of the Moonlight Witch [PSP]
ULUS10144,Legend of Heroes III, The: Song of the Ocean [PSP]
ULUS10022,Legend of Heroes, The: A Tear of Vermillion [PSP]
NPJB00409,Legend of Heroes, The: Trails in the Flash [The Legend of Heroes: Sen no Kiseki]
BLJM61059,Legend of Heroes, The: Trails in the Flash [The Legend of Heroes: Sen no Kiseki]
NPUX80406,Legend of Kunoichi [MINI] [PSP]
NPUJ01013,Legend of Mana [PSOne]
NPJJ00385,Legend of Mana [PSOne]
ULES00695,Legend of the Dragon [PSP]
ULUS10250,Legend of the Dragon [PSP]
BLUS30469,LEGEND of the GUARDIANS: The OWLS of GA'HOOLE
BLES00964,LEGEND of the GUARDIANS: The OWLS of GA'HOOLE
BLUS30210,Legendary™
BLES00405,Legendary™
BLUS30175,LEGO® Batman™: The Videogame
BLES00332,LEGO® Batman™: The Videogame
BLJS10042,LEGO® Batman™: The Videogame
NPUH90019,LEGO® Batman™: The Videogame [Demo] [PSP]
NPEB90115,LEGO® Batman™: The Videogame [Demo]
NPUB90170,LEGO® Batman™: The Videogame [Demo]
ULUS10380,LEGO® Batman™: The Videogame [PSP]
ULES01151,LEGO® Batman™: The Videogame [PSP]
BLUS30837,LEGO® Batman™ 2: DC Super Heroes
BLES01613,LEGO® Batman™ 2: DC Super Heroes
NPUB30807,LEGO® Batman™ 2: DC Super Heroes
NPEB01032,LEGO® Batman™ 2: DC Super Heroes
BLAS50489,LEGO® Batman™ 2: DC Super Heroes
NPUB90789,LEGO® Batman™ 2: DC Super Heroes [Demo]
NPEB90434,LEGO® Batman™ 2: DC Super Heroes [Demo]
NPUB90374,LEGO® Harry Potter™ [Demo]
BLUS30437,LEGO® Harry Potter™: Years 1-4
BLES00720,LEGO® Harry Potter™: Years 1-4
NPEB90232,LEGO® Harry Potter™: Years 1-4
BLJM60340,LEGO® Harry Potter™: Years 1-4
ULES01351,LEGO® Harry Potter™: Years 1-4 (version 2.01) [PSP]
ULUS10500,LEGO® Harry Potter™: Years 1-4 [PSP]
BLUS30794,LEGO® Harry Potter™: Years 5-7
NPUB30985,LEGO® Harry Potter™: Years 5-7
BLES01348,LEGO® Harry Potter™: Years 5-7
BLES01521,LEGO® Harry Potter™: Years 5-7
NPEB01178,LEGO® Harry Potter™: Years 5-7
NPEB90373,LEGO® Harry Potter™: Years 5-7 [Demo]
BLAS50420,LEGO® Harry Potter™: Years 5-7
ULUS10580,LEGO® Harry Potter™: Years 5-7 [PSP]
BLUS30141,LEGO® Indiana Jones™: The Original Adventures
BLES00254,LEGO® Indiana Jones™: The Original Adventures
BLKS20069,LEGO® Indiana Jones™: The Original Adventures
NPUB90128,LEGO® Indiana Jones™: The Original Adventures [Demo]
ULUS10365,LEGO® Indiana Jones™: The Original Adventures [PSP]
ULES01086,LEGO® Indiana Jones™: The Original Adventures [PSP]
BLUS30425,LEGO® Indiana Jones™ 2: The Adventure Continues
BLES00763,LEGO® Indiana Jones™ 2: The Adventure Continues
NPUB90350,LEGO® Indiana Jones™ 2: The Adventure Continues [Demo]
NPEB90213,LEGO® Indiana Jones™ 2: The Adventure Continues [Demo]
ULUS10487,LEGO® Indiana Jones™ 2: The Adventure Continues [PSP]
ULES01370,LEGO® Indiana Jones™ 2: The Adventure Continues [PSP]
PCSB00304,LEGO® Legends of Chima: Laval's Journey
BLUS31161,LEGO® Marvel Super Heroes
BLUS30744,LEGO® Pirates of the Caribbean™ The Video Game
BLES01239,LEGO® Pirates of the Caribbean™ The Video Game
BLES01241,LEGO® Pirates of the Caribbean™ The Video Game
NPUB30560,LEGO® Pirates of the Caribbean™ The Video Game
NPEB00654,LEGO® Pirates of the Caribbean™ The Video Game
ULES01528,LEGO® Pirates of the Caribbean™ The Video Game [PSP]
ULUS10575,LEGO® Pirates of the Caribbean™ The Video Game [PSP]
ULES01529,LEGO® Pirates of the Caribbean™ The Video Game [RU] [PSP]
BLUS30382,LEGO® Rock Band
BLES00636,LEGO® Rock Band
BLUS30079,LEGO® Star Wars: The Complete Saga
BLES00121,LEGO® Star Wars: The Complete Saga
BLJS10016,LEGO® Star Wars: The Complete Saga
BLKS20018,LEGO® Star Wars: The Complete Saga
ULUS10155,LEGO® Star Wars II: The Original Trilogy [PSP]
ULES00479,LEGO® Star Wars II: The Original Trilogy [PSP]
BLUS30540,LEGO® Star Wars III: The Clone Wars™
BLES00934,LEGO® Star Wars III: The Clone Wars™
NPUB90526,LEGO® Star Wars III: The Clone Wars™
NPEB90304,LEGO® Star Wars III: The Clone Wars™
ULUS10531,LEGO® Star Wars III: The Clone Wars™ [PSP]
ULES01446,LEGO® Star Wars III: The Clone Wars™ [PSP]
BLUS30963,LEGO® The Lord Of The Rings
BLES01516,LEGO® The Lord Of The Rings
NPUB30978,LEGO® The Lord Of The Rings
NPEB01169,LEGO® The Lord Of The Rings
NPEB90456,LEGO® The Lord Of The Rings [Demo]
BLUS30331,Leisure Suit Larry: Box Office Bust
BLES00553,Leisure Suit Larry: Box Office Bust
NPUA80012,Lemmings™
NPUA80034,Lemmings™
NPEA00004,Lemmings™
NPJA00005,Lemmings™
NPJA90009,Lemmings™
UCET00179,Lemmings™ [Beta] [PSP]
UCUS98671,Lemmings™ [Demo] [PSP]
UCJS10028,Lemmings™ [PSP]
UCES00109,Lemmings™ [PSP]
UCUS98647,Lemmings™ [PSP]
